hotel,booking_status,lead_time,arrival_year,arrival_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,country,avg_price_per_room,email
Resort Hotel,0,128,2016,April,17,20,0,3,Offline TA/TO,FRA,108,Jennifer.J@zoho.com
Resort Hotel,0,94,2016,April,15,9,4,10,Offline TA/TO,GBR,86.95,ScottRogers@yahoo.com
Resort Hotel,0,96,2016,April,16,16,2,5,Online TA,FIN,52.2,MAyala@gmail.com
Resort Hotel,0,33,2016,April,17,18,1,4,Online TA,CN,63.75,Garza_Brittany36@zoho.com
Resort Hotel,0,51,2016,April,17,20,0,3,Online TA,ROU,75.33,Michael_G82@zoho.com
Resort Hotel,0,53,2016,April,16,13,2,8,Offline TA/TO,PRT,52.56,Brady_Lacey@yandex.com
Resort Hotel,0,0,2016,April,17,22,0,1,Direct,PRT,80,Savage_Andrew@zoho.com
Resort Hotel,0,155,2016,April,17,17,2,4,Online TA,FIN,50.59,Renee_Grimes@mail.com
Resort Hotel,0,140,2016,April,16,16,2,5,Online TA,IRL,59.91,Nicole_Y@comcast.net
Resort Hotel,0,43,2016,April,17,17,2,4,Online TA,IND,97.79,Joseph_Y31@verizon.com
Resort Hotel,0,40,2016,April,17,19,0,4,Offline TA/TO,IRL,60.06,Ray.Boone@protonmail.com
Resort Hotel,0,31,2016,April,16,16,2,5,Offline TA/TO,GBR,41.4,Whitney.M@comcast.net
Resort Hotel,0,1,2016,April,17,21,0,2,Online TA,ESP,90.5,Allison_Valdez87@gmail.com
Resort Hotel,0,1,2016,April,17,22,0,1,Online TA,PRT,68,Baker_Danielle@aol.com
Resort Hotel,0,0,2016,April,17,22,0,1,Direct,PRT,80,Quinn_Jennifer@yandex.com
Resort Hotel,0,12,2016,April,17,19,0,4,Online TA,POL,75,Thompson.Angela@comcast.net
Resort Hotel,0,37,2016,April,17,19,0,4,Direct,GBR,83,BCollier@yandex.com
Resort Hotel,0,92,2016,April,17,21,0,2,Online TA,BEL,49,Megan.Greer@aol.com
Resort Hotel,0,59,2016,April,17,21,0,2,Direct,BEL,61.2,Shawn_Mendoza@comcast.net
Resort Hotel,0,92,2016,April,17,21,0,2,Online TA,BEL,49,Danielle_Dominguez@zoho.com
Resort Hotel,0,92,2016,April,17,21,0,2,Online TA,BEL,49,Becky.Smith@att.com
Resort Hotel,0,0,2016,April,17,22,0,1,Online TA,PRT,130,Christina_Wilkerson@yandex.com
Resort Hotel,0,139,2016,April,16,13,2,8,Online TA,ESP,88,TCarey@zoho.com
Resort Hotel,0,0,2016,April,17,22,0,1,Online TA,GBR,80,LCompton32@zoho.com
Resort Hotel,0,31,2016,April,17,18,1,4,Online TA,ROU,75,ESims64@gmail.com
Resort Hotel,0,92,2016,April,17,21,0,2,Online TA,BEL,73,Martin_Anthony27@comcast.net
Resort Hotel,0,42,2016,April,17,21,0,2,Online TA,DEU,71.45,BrianDay@att.com
Resort Hotel,0,0,2016,April,17,22,0,1,Direct,ESP,95,Angela_H50@zoho.com
Resort Hotel,0,70,2016,April,17,22,0,2,Direct,GBR,61.2,Angela.Campbell@verizon.com
Resort Hotel,0,36,2016,April,17,18,1,5,Direct,IRL,74,Phillip.Sutton@yandex.com
Resort Hotel,0,78,2016,April,16,14,2,8,Offline TA/TO,PRT,65.4,Anthony.Shannon@mail.com
Resort Hotel,0,43,2016,April,17,21,0,3,Online TA,MEX,69.49,Obrien.Kyle80@hotmail.com
Resort Hotel,0,132,2016,April,17,17,2,5,Offline TA/TO,GBR,86.95,JWolf@gmail.com
Resort Hotel,0,6,2016,April,16,16,2,6,Online TA,NLD,84.25,Lisa.Edwards@comcast.net
Resort Hotel,0,2,2016,April,17,22,0,2,Online TA,PRT,123,WhitneyPruitt@yandex.com
Resort Hotel,0,3,2016,April,17,22,0,2,Direct,FRA,138,Peterson.Marissa@gmail.com
Resort Hotel,0,3,2016,April,17,22,0,2,Direct,FRA,85,KPatterson48@verizon.com
Resort Hotel,0,0,2016,April,17,22,0,2,Direct,PRT,85,MistyLowe@yahoo.com
Resort Hotel,0,152,2016,April,17,20,0,4,Groups,IRL,49,Schaefer_Charles@xfinity.com
Resort Hotel,0,152,2016,April,17,20,0,4,Groups,IRL,50.5,Larson_Jessica@xfinity.com
Resort Hotel,0,14,2016,April,17,22,0,2,Online TA,GBR,80,Joseph_G72@hotmail.com
Resort Hotel,0,14,2016,April,17,22,0,2,Online TA,GBR,80,Heather_W@att.com
Resort Hotel,0,0,2016,April,17,23,0,1,Direct,PRT,136,Jennings.Denise@comcast.net
Resort Hotel,0,1,2016,April,17,23,0,1,Online TA,NOR,93,Ian_H@verizon.com
Resort Hotel,0,34,2016,April,17,20,0,4,Online TA,CN,102.25,MoniquePennington@yandex.com
Resort Hotel,0,2,2016,April,17,22,0,2,Online TA,LVA,85,Mary.W@comcast.net
Resort Hotel,0,3,2016,April,17,23,0,1,Offline TA/TO,PRT,68.85,Robert.Brown@verizon.com
Resort Hotel,0,152,2016,April,17,20,0,4,Groups,IRL,51,Hawkins.Brenda@verizon.com
Resort Hotel,0,152,2016,April,17,20,0,4,Groups,IRL,49,WEscobar@protonmail.com
Resort Hotel,0,1,2016,April,17,23,0,1,Online TA,ESP,87,Hill_Melissa@hotmail.com
Resort Hotel,0,152,2016,April,17,20,0,4,Groups,IRL,49,Joseph.Taylor@protonmail.com
Resort Hotel,0,152,2016,April,17,20,0,4,Groups,IRL,49,Morgan.W@verizon.com
Resort Hotel,0,3,2016,April,17,23,0,1,Offline TA/TO,PRT,68.85,AmberBuchanan@yahoo.com
Resort Hotel,0,3,2016,April,17,23,0,1,Offline TA/TO,PRT,68.85,ABaker@comcast.net
Resort Hotel,0,2,2016,April,17,22,0,2,Direct,PRT,91,Timothy.A@mail.com
Resort Hotel,0,0,2016,April,18,24,1,0,Direct,PRT,85,William_L@yahoo.com
Resort Hotel,0,79,2016,April,17,22,1,2,Direct,USA,117,RGreen34@outlook.com
Resort Hotel,0,79,2016,April,17,22,1,2,Direct,USA,102,Tammy_L@verizon.com
Resort Hotel,0,80,2016,April,17,18,2,5,Offline TA/TO,IRL,78.2,Jonathan_W@verizon.com
Resort Hotel,0,106,2016,April,18,24,1,0,Online TA,ISR,52.2,JasminJoseph34@zoho.com
Resort Hotel,0,109,2016,April,17,23,1,1,Direct,FRA,62.05,LSloan51@yandex.com
Resort Hotel,0,92,2016,April,17,22,1,2,Offline TA/TO,PRT,65.6,CWilliams@yahoo.com
Resort Hotel,0,39,2016,April,18,24,1,0,Online TA,PRT,65,Hunt_Mark96@att.com
Resort Hotel,0,10,2016,April,17,23,1,1,Online TA,ESP,95,DDS_Allen@mail.com
Resort Hotel,0,8,2016,April,17,22,1,2,Online TA,PRT,86.67,CynthiaWolfe57@aol.com
Resort Hotel,0,105,2016,April,17,22,1,2,Online TA,PRT,52.2,Casey_G@xfinity.com
Resort Hotel,0,40,2016,April,17,22,1,2,Online TA,PRT,91,Russo.Amanda@yahoo.com
Resort Hotel,0,70,2016,April,17,20,1,4,Online TA,DEU,73,John_Alvarez@protonmail.com
Resort Hotel,0,21,2016,April,17,23,1,1,Direct,PRT,130.5,AnthonySmith@gmail.com
Resort Hotel,0,35,2016,April,17,22,1,2,Corporate,PRT,58,Samantha_S@mail.com
Resort Hotel,0,35,2016,April,17,23,1,1,Direct,PRT,97,Robinson.Andrea@mail.com
Resort Hotel,0,44,2016,April,17,23,1,1,Direct,PRT,80,JeffreyHines@aol.com
Resort Hotel,0,42,2016,April,17,23,1,1,Direct,PRT,99,Mary_M72@hotmail.com
Resort Hotel,0,58,2016,April,17,23,1,1,Direct,PRT,125,Gibson.Suzanne@att.com
Resort Hotel,0,42,2016,April,17,23,1,1,Direct,PRT,78,Anna.Best@outlook.com
Resort Hotel,0,183,2016,July,31,24,2,4,Direct,PRT,153,Nancy.Walker29@aol.com
Resort Hotel,0,37,2016,April,17,22,1,2,Online TA,PRT,85,Monique.Johnson@comcast.net
Resort Hotel,0,92,2016,April,17,21,1,3,Direct,GBR,74.8,RBrooks40@verizon.com
Resort Hotel,0,23,2016,April,17,23,1,1,Online TA,PRT,81,Terri.J85@mail.com
Resort Hotel,0,21,2016,April,17,22,1,2,Online TA,GBR,74.37,William_Anderson@gmail.com
Resort Hotel,0,19,2016,April,17,21,1,3,Online TA,PRT,86,Griffith.Courtney@comcast.net
Resort Hotel,0,27,2016,April,17,22,1,2,Online TA,PRT,85,SWall@yandex.com
Resort Hotel,0,0,2016,April,18,24,1,0,Direct,PRT,110,Dylan.Simmons@mail.com
Resort Hotel,0,0,2016,April,18,24,1,0,Direct,PRT,116,Melissa_Parker@mail.com
Resort Hotel,0,49,2016,April,17,23,1,1,Online TA,PRT,80,LDixon36@att.com
Resort Hotel,0,39,2016,April,17,22,1,2,Online TA,PRT,85,Timothy_Garcia@outlook.com
Resort Hotel,0,39,2016,April,17,22,1,2,Online TA,PRT,85,Murray.Michelle@gmail.com
Resort Hotel,0,28,2016,April,17,23,1,1,Online TA,PRT,136,Mrs._Jordan@verizon.com
Resort Hotel,0,1,2016,April,18,24,1,0,Direct,FRA,96.5,Jennifer.M57@yahoo.com
Resort Hotel,0,2,2016,April,18,25,1,2,Direct,FRA,87,SamanthaLowe@outlook.com
Resort Hotel,0,35,2016,April,17,22,1,2,Corporate,PRT,81.5,Cummings_Kyle@aol.com
Resort Hotel,0,35,2016,April,17,22,1,2,Corporate,PRT,81.5,Hannah.Miller76@mail.com
Resort Hotel,0,85,2016,April,17,21,1,3,Online TA,FRA,76,LauraRoss@outlook.com
Resort Hotel,0,85,2016,April,17,21,1,3,Online TA,FRA,76,Jennifer.Young@yandex.com
Resort Hotel,0,9,2016,April,17,23,1,1,Direct,PRT,81,Shannon_W@yandex.com
Resort Hotel,0,85,2016,April,17,21,1,3,Online TA,FRA,76,Gardner.Jeremy@yandex.com
Resort Hotel,0,4,2016,April,17,23,1,1,Online TA,PRT,95,Andre.M@comcast.net
Resort Hotel,0,28,2016,April,18,24,1,0,Online TA,PRT,65,SDDS@aol.com
Resort Hotel,0,14,2016,April,17,23,1,1,Direct,PRT,105,ThomasCantu@comcast.net
Resort Hotel,0,9,2016,April,17,23,1,1,Direct,PRT,100.5,Dyer_Kaitlyn@aol.com
Resort Hotel,0,9,2016,April,17,23,1,1,Direct,PRT,100.5,Martinez.Jennifer74@yahoo.com
Resort Hotel,0,13,2016,April,18,25,2,5,Corporate,NLD,85,Marie_M@zoho.com
Resort Hotel,0,1,2016,April,18,26,0,2,Online TA,PRT,85.5,Jessica_B83@outlook.com
Resort Hotel,0,98,2016,April,17,20,2,4,Online TA,GBR,82.2,Johnson.Nancy@zoho.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,82.24,Tiffany.S@zoho.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,80.81,DorothyConrad81@mail.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,80.81,Wright_Benjamin@mail.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,38.22,Dylan.Moran@hotmail.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,69.36,KarlPeters@mail.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,44.36,WYoung62@aol.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,44.36,Flores.Ralph@mail.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,44.36,Arroyo_Anthony@comcast.net
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,46.36,SBrown@gmail.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,69.36,Moore_Lori@hotmail.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,80.81,Rachel_W@zoho.com
Resort Hotel,0,32,2016,April,17,19,2,5,Groups,GBR,69.36,Oneill.Brian@yandex.com
Resort Hotel,0,39,2016,April,18,24,2,0,Online TA,NLD,68.5,Michael_S56@hotmail.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,46.8,Young.Mary@mail.com
Resort Hotel,0,60,2016,April,17,23,2,1,Online TA,ROU,118,Melissa.Shepherd@aol.com
Resort Hotel,0,0,2016,April,18,26,0,0,Offline TA/TO,PRT,0,CWilson@protonmail.com
Resort Hotel,0,160,2016,April,17,18,3,5,Offline TA/TO,GBR,66.8,Davis_Robert@outlook.com
Resort Hotel,0,41,2016,April,17,23,2,1,Online TA,PRT,74.67,NicolePerry71@yandex.com
Resort Hotel,0,15,2016,April,17,23,2,1,Online TA,BRA,93.67,CRodriguez@yandex.com
Resort Hotel,0,51,2016,April,17,17,4,5,Direct,IRL,65.3,Andrea.Hall@mail.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,66.42,FrederickSmith74@outlook.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,46.8,Darlene_Williams@zoho.com
Resort Hotel,0,90,2016,April,17,19,2,5,Offline TA/TO,GBR,62.05,Barry_Terry@protonmail.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,46.8,Jonathan_Bush73@comcast.net
Resort Hotel,0,36,2016,April,18,24,2,0,Online TA,DNK,81,Brian.Rangel@aol.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,46.8,Anne_P@protonmail.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,64.8,Stephanie_White@comcast.net
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,66.42,DHuffman@xfinity.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,35.05,RichardSchultz33@yandex.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,64.8,JBarnett@verizon.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,68.42,MWard@gmail.com
Resort Hotel,0,190,2016,April,17,19,2,5,Offline TA/TO,GBR,75.6,David_G@aol.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,66.8,RobertSmith@xfinity.com
Resort Hotel,0,42,2016,April,17,18,3,5,Online TA,PRT,90.49,Kane.Melinda42@xfinity.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,IRL,75.6,Williams.Sherry@hotmail.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,48.8,Brittany.P30@protonmail.com
Resort Hotel,0,0,2016,April,18,25,1,0,Online TA,DEU,50,DMyers11@xfinity.com
Resort Hotel,0,33,2016,April,17,23,2,1,Direct,PRT,75,Carter_Beth@protonmail.com
Resort Hotel,0,0,2016,April,18,25,1,0,Online TA,DEU,59,CharlesBird@yahoo.com
Resort Hotel,0,36,2016,April,18,24,2,0,Online TA,DNK,75,Patrick_M@protonmail.com
Resort Hotel,0,1,2016,April,16,16,4,6,Online TA,IRL,85,Rebecca.L34@comcast.net
Resort Hotel,0,99,2016,April,17,19,2,5,Online TA,GBR,42.19,Mrs.MD@aol.com
Resort Hotel,0,1,2016,April,18,25,1,0,Direct,IRL,80,Nicole_M@yandex.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,66.42,DRandall66@yahoo.com
Resort Hotel,0,172,2016,April,17,18,3,5,Offline TA/TO,GBR,66.42,ThomasNichols@comcast.net
Resort Hotel,0,123,2016,April,18,24,2,0,Direct,PRT,0,Mr..Mckee@hotmail.com
Resort Hotel,0,38,2016,April,17,20,2,5,Online TA,FRA,83,Amber.Evans68@aol.com
Resort Hotel,0,13,2016,April,18,26,0,1,Corporate,,42,Foster_Sharon@mail.com
Resort Hotel,0,0,2016,April,18,26,0,1,Direct,PRT,79,John.A@xfinity.com
Resort Hotel,0,0,2016,April,18,26,0,1,Online TA,PRT,59,Jennifer_Sanchez@verizon.com
Resort Hotel,0,0,2016,October,44,28,0,1,Online TA,PRT,73,JeffreyJackson@yahoo.com
Resort Hotel,0,6,2016,April,18,25,1,1,Online TA,ESP,77,MThompson16@zoho.com
Resort Hotel,0,0,2016,April,18,26,0,1,Online TA,GBR,74,Ashley_O@yahoo.com
Resort Hotel,0,7,2016,April,18,25,1,1,Online TA,ESP,65,Larry.Schmitt@att.com
Resort Hotel,0,6,2016,April,18,26,0,1,Direct,ESP,77,Morales.Mark77@zoho.com
Resort Hotel,0,63,2016,April,17,19,2,6,Direct,IRL,128,Stephanie.Lopez@att.com
Resort Hotel,0,100,2016,April,17,22,2,3,Offline TA/TO,GBR,49.59,Mckinney.Dr.@att.com
Resort Hotel,0,6,2016,April,18,26,0,1,Direct,PRT,64,Pope.Edward@protonmail.com
Resort Hotel,0,29,2016,April,17,20,2,5,Online TA,GBR,54.86,Hudson_Kayla@protonmail.com
Resort Hotel,0,37,2016,April,17,23,2,2,Direct,PRT,61.5,Sheila_P@hotmail.com
Resort Hotel,0,13,2016,April,18,25,1,1,Online TA,ROU,89,RMorrison@hotmail.com
Resort Hotel,0,9,2016,April,18,25,1,1,Online TA,USA,50.05,Johnston_Nicholas21@gmail.com
Resort Hotel,0,6,2016,April,18,26,0,1,Direct,PRT,64,Nancy.W@verizon.com
Resort Hotel,0,2,2016,April,18,25,1,1,Online TA,ESP,65,Thomas.P33@zoho.com
Resort Hotel,0,3,2016,April,18,25,1,1,Direct,PRT,81,Daniels.James@protonmail.com
Resort Hotel,0,47,2016,April,18,26,0,1,Complementary,PRT,0,Amy_W38@yahoo.com
Resort Hotel,0,6,2016,April,18,28,0,0,Corporate,PRT,0,Robert_Griffin@gmail.com
Resort Hotel,0,6,2016,April,18,28,0,0,Corporate,PRT,0,Angela.K@yandex.com
Resort Hotel,0,115,2016,April,18,28,0,3,Online TA,IRL,46.1,Mr.Diaz@xfinity.com
Resort Hotel,0,82,2016,April,18,28,2,4,Offline TA/TO,GBR,43.97,Jodi_Garcia21@outlook.com
Resort Hotel,0,73,2016,April,18,29,0,0,Online TA,PRT,0,Natalie.D18@yahoo.com
Resort Hotel,0,42,2016,April,18,24,2,2,Direct,NLD,94.75,MD_Brandon@mail.com
Resort Hotel,0,30,2016,April,17,19,2,7,Online TA,NLD,75,Jill_Franco34@xfinity.com
Resort Hotel,0,113,2016,April,18,26,0,2,Online TA,USA,78.31,Kristy.Smith@yandex.com
Resort Hotel,0,113,2016,April,18,26,0,2,Online TA,USA,78.31,Owens.Jason@aol.com
Resort Hotel,0,81,2016,April,17,23,2,3,Online TA,GBR,115.4,Justin.Johnson@xfinity.com
Resort Hotel,0,21,2016,April,18,25,1,2,Offline TA/TO,PRT,50.4,CharlesRoberts@xfinity.com
Resort Hotel,0,109,2016,April,18,24,2,2,Online TA,FRA,52.2,StephanieRodgers@att.com
Resort Hotel,0,109,2016,April,18,24,2,2,Online TA,FRA,52.2,Ryan.Scott@xfinity.com
Resort Hotel,0,35,2016,April,17,21,2,5,Offline TA/TO,GBR,41.4,Jeffrey_A38@comcast.net
Resort Hotel,0,1,2016,April,18,24,2,2,Online TA,GBR,64.5,Clay.Ralph@att.com
Resort Hotel,0,89,2016,April,16,16,4,8,Offline TA/TO,DEU,59.5,Jennifer_F@comcast.net
Resort Hotel,0,5,2016,April,18,27,0,1,Online TA,PRT,56,Michelle.Wilson@mail.com
Resort Hotel,0,1,2016,April,18,26,0,2,Online TA,EST,68,Hull_Beth@aol.com
Resort Hotel,0,1,2016,April,18,28,0,1,Direct,EST,71,Carroll.Marc@yahoo.com
Resort Hotel,0,19,2016,April,18,26,0,2,Online TA,ESP,65,Moore.Mark@hotmail.com
Resort Hotel,0,0,2016,April,18,26,0,2,Direct,,47.7,Wagner_William@gmail.com
Resort Hotel,0,5,2016,May,23,30,1,1,Corporate,PRT,54,SusanPeck@verizon.com
Resort Hotel,0,0,2016,October,43,18,0,2,Corporate,PRT,50,Bailey.Emily@verizon.com
Resort Hotel,0,22,2016,April,18,27,0,1,Online TA,ESP,83,Anthony.S@gmail.com
Resort Hotel,0,2,2016,April,18,26,0,2,Online TA,PRT,77,NMiller85@mail.com
Resort Hotel,0,2,2016,April,18,26,0,2,Online TA,PRT,74,DanaChapman@att.com
Resort Hotel,0,5,2016,April,18,27,0,1,Corporate,PRT,39,Tommy.Castro@comcast.net
Resort Hotel,0,2,2016,April,18,25,1,2,Direct,PRT,106.5,Jason_Hernandez@comcast.net
Resort Hotel,0,71,2016,April,17,23,2,3,Direct,IRL,61.2,Marc_P53@hotmail.com
Resort Hotel,0,0,2016,April,18,27,0,1,Online TA,ESP,65,Kristine.E@xfinity.com
Resort Hotel,0,0,2016,April,18,27,0,1,Online TA,PRT,65,ThomasAllen@outlook.com
Resort Hotel,0,100,2016,April,18,24,2,2,Online TA,GBR,73,Morgan.Kaitlyn@yandex.com
Resort Hotel,0,1,2016,April,18,26,0,2,Online TA,ITA,114,Phillips.Jennifer33@protonmail.com
Resort Hotel,0,63,2016,April,18,25,1,2,Online TA,IRL,79,Krystal.L53@mail.com
Resort Hotel,0,6,2016,April,18,27,0,1,Direct,PRT,72,Brown.Jessica72@aol.com
Resort Hotel,0,32,2016,April,18,25,1,2,Online TA,FRA,65,John.Wood87@hotmail.com
Resort Hotel,0,2,2016,April,18,28,0,1,Direct,FRA,65,Robert_M56@yandex.com
Resort Hotel,0,25,2016,April,18,26,0,2,Direct,PRT,85.5,Emily.Patrick@yandex.com
Resort Hotel,0,22,2016,April,17,18,3,7,Online TA,PRT,73.15,MHernandez87@zoho.com
Resort Hotel,0,41,2016,April,17,23,2,3,Direct,GBR,59.22,Cook_Nicholas48@hotmail.com
Resort Hotel,0,15,2016,April,18,24,2,2,Direct,GBR,78.75,Hodge.Lisa77@gmail.com
Resort Hotel,0,101,2016,April,18,29,2,5,Groups,NLD,47,Ryan.Reid@verizon.com
Resort Hotel,0,104,2016,April,17,20,2,6,Offline TA/TO,GBR,50.15,Michele_S@xfinity.com
Resort Hotel,0,6,2016,April,18,25,1,2,Online TA,FRA,65,Mr._Anderson@gmail.com
Resort Hotel,0,86,2016,April,16,14,4,10,Offline TA/TO,GBR,86.95,Robinson_Garrett@xfinity.com
Resort Hotel,0,104,2016,April,18,28,2,6,Online TA,GBR,80.45,RThomas@zoho.com
Resort Hotel,0,72,2016,April,18,29,2,2,Online TA,GBR,101.25,Amy.Mejia87@mail.com
Resort Hotel,0,95,2016,April,18,26,0,3,Offline TA/TO,GBR,39.95,Kimberly.Graham@comcast.net
Resort Hotel,0,3,2016,April,17,17,4,8,Direct,IRL,126.67,Christopher.Pierce@gmail.com
Resort Hotel,0,72,2016,April,18,24,2,3,Direct,IRL,61.2,Hunter_Samuel@hotmail.com
Resort Hotel,0,72,2016,April,18,24,2,3,Direct,IRL,61.2,RAnderson@comcast.net
Resort Hotel,0,72,2016,April,18,24,2,3,Direct,IRL,61.2,SSampson82@verizon.com
Resort Hotel,0,46,2016,April,18,24,2,3,Direct,IRL,57.96,LisaGarcia@aol.com
Resort Hotel,0,72,2016,April,18,24,2,3,Direct,IRL,74.7,James.Sherry@att.com
Resort Hotel,0,83,2016,April,18,26,0,3,Offline TA/TO,GBR,75.6,WRitter77@mail.com
Resort Hotel,0,15,2016,April,18,28,0,1,Direct,BEL,85,Griffin_Brenda@aol.com
Resort Hotel,0,68,2016,April,18,24,2,3,Online TA,LVA,73,Serrano.Kevin@aol.com
Resort Hotel,0,101,2016,April,17,23,2,4,Offline TA/TO,GBR,64.67,Daniel.Anderson@aol.com
Resort Hotel,0,108,2016,April,18,24,2,3,Online TA,PRT,44.1,Gabriela.P@aol.com
Resort Hotel,0,7,2016,April,18,28,0,1,Offline TA/TO,PRT,58,Kimberly.R@yahoo.com
Resort Hotel,0,22,2016,April,18,26,0,3,Complementary,PRT,23.5,Roberson.Jose@yahoo.com
Resort Hotel,0,5,2016,April,18,27,0,2,Online TA,ITA,107,Aaron_King69@aol.com
Resort Hotel,0,6,2016,April,18,28,0,1,Online TA,PRT,56,Aaron_Horton@verizon.com
Resort Hotel,0,6,2016,April,18,28,0,1,Online TA,PRT,56,ShannonJohnson@hotmail.com
Resort Hotel,0,3,2016,November,49,28,1,0,Online TA,PRT,43,Kayla_S@protonmail.com
Resort Hotel,0,179,2016,April,18,27,0,2,Online TA,USA,52.2,Ruben.M@hotmail.com
Resort Hotel,0,179,2016,April,18,27,0,2,Online TA,USA,58.2,CSaunders94@mail.com
Resort Hotel,0,88,2016,April,17,23,2,5,Offline TA/TO,DNK,49.5,Amy_Duncan17@zoho.com
Resort Hotel,0,0,2016,April,18,27,0,2,Online TA,GBR,76,Monica_Smith11@protonmail.com
Resort Hotel,0,9,2016,April,18,28,0,1,Corporate,PRT,39,Regina.S12@verizon.com
Resort Hotel,0,6,2016,November,47,14,1,0,Corporate,PRT,30,Ronald_W@att.com
Resort Hotel,0,9,2016,April,18,28,0,1,Corporate,,39,Barnes.Kelly16@xfinity.com
Resort Hotel,0,5,2016,April,18,26,0,3,Corporate,PRT,51,Nixon.John@xfinity.com
Resort Hotel,0,5,2016,October,42,12,0,2,Corporate,PRT,51,Ryan_Reyes26@xfinity.com
Resort Hotel,0,42,2016,April,18,28,0,1,Online TA,POL,48,Kathleen.J@yahoo.com
Resort Hotel,0,44,2016,April,18,27,0,2,Online TA,FRA,78,RebekahGarcia@protonmail.com
Resort Hotel,0,1,2016,April,18,28,0,1,Direct,PRT,86,Hall_Karen@gmail.com
Resort Hotel,0,1,2016,April,18,26,0,3,Online TA,NLD,69,Hamilton_Sarah@aol.com
Resort Hotel,0,56,2016,April,18,25,1,3,Offline TA/TO,GBR,47.4,Jessica.Watson@zoho.com
Resort Hotel,0,56,2016,April,18,25,1,3,Offline TA/TO,GBR,39.1,Molly_W@outlook.com
Resort Hotel,0,35,2016,April,18,25,1,3,Offline TA/TO,PRT,71.82,Alexander.Castillo@yahoo.com
Resort Hotel,0,6,2016,April,18,28,0,1,Corporate,PRT,65,Pruitt_Timothy@gmail.com
Resort Hotel,0,62,2016,April,18,25,1,3,Offline TA/TO,IRL,53.01,Gregory_Frey96@yahoo.com
Resort Hotel,0,64,2016,April,17,23,2,4,Direct,EST,103,Paige.R57@yahoo.com
Resort Hotel,0,2,2016,April,18,25,1,3,Online TA,PRT,56,David.Vaughn@att.com
Resort Hotel,0,5,2016,April,18,25,1,3,Online TA,PRT,85,Holloway.Darren18@verizon.com
Resort Hotel,0,0,2016,April,18,28,0,1,Direct,PRT,50.4,Katherine.J@gmail.com
Resort Hotel,0,72,2016,April,18,24,2,3,Direct,IRL,61.2,TimothyGibson@aol.com
Resort Hotel,0,44,2016,April,17,23,2,4,Online TA,FRA,86.46,DDS.Catherine@aol.com
Resort Hotel,0,7,2016,April,18,29,0,1,Online TA,FRA,73.15,Daniel.Brown@verizon.com
Resort Hotel,0,85,2016,April,18,28,0,1,Online TA,BEL,68,Megan_K@verizon.com
Resort Hotel,0,92,2016,April,18,29,2,6,Online TA,BEL,68,Taylor_Sean@aol.com
Resort Hotel,0,1,2016,April,18,29,0,0,Offline TA/TO,PRT,0,Alex.MD@xfinity.com
Resort Hotel,0,10,2016,April,18,25,1,4,Offline TA/TO,ESP,104,MarcPowers80@att.com
Resort Hotel,0,64,2016,April,18,27,0,3,Groups,PRT,85.33,Nancy.H@comcast.net
Resort Hotel,0,31,2016,April,16,16,4,10,Offline TA/TO,GBR,65,LLewis61@mail.com
Resort Hotel,0,12,2016,April,18,27,0,3,Groups,PRT,85.33,Hill_Robert@yahoo.com
Resort Hotel,0,12,2016,April,18,27,0,3,Groups,PRT,85.33,Taylor.P@gmail.com
Resort Hotel,0,12,2016,April,18,27,0,3,Groups,PRT,85.33,Amanda.K@xfinity.com
Resort Hotel,0,12,2016,April,18,27,0,3,Groups,PRT,85.33,Reyes.Kevin@xfinity.com
